t d dw dc
0.036 -0.1995673105 -0.1591019219 -0.2007468524
0.0365 -0.2062485435 -0.1647326586 -0.2075996225
0.037 -0.2124682712 -0.1700047105 -0.2139891619
0.0375 -0.218209813 -0.1748971675 -0.2198961516
0.038 -0.2234575712 -0.1793897706 -0.2253024285
0.0385 -0.2281968967 -0.1834629645 -0.2301908914
0.039 -0.2324139486 -0.1870979479 -0.2345453945
0.0395 -0.2360955532 -0.1902767235 -0.2383506332
0.04 -0.2392290637 -0.1929821452 -0.2415920244
0.0405 -0.2418022241 -0.1951979641 -0.2442555854
0.041 -0.2438030397 -0.1969088728 -0.2463278158
0.0415 -0.2452196555 -0.1981005472 -0.2477955849
0.042 -0.2460402461 -0.1987596866 -0.2486460294
0.0425 -0.2462529178 -0.1988740514 -0.248866465
0.043 -0.2458456264 -0.1984324991 -0.2484443146
0.0435 -0.2448061116 -0.1974250168 -0.2473670577
0.044 -0.2431218508 -0.1958427524 -0.2456222035
0.0445 -0.2407800358 -0.1936780428 -0.2431972906
0.045 -0.2377675732 -0.1909244393 -0.2400799152
0.0455 -0.234071114 -0.1875767307 -0.236257792
0.046 -0.2296771136 -0.1836309634 -0.2317188466
0.0465 -0.2245719278 -0.1790844591 -0.2264513424
0.047 -0.2187419472 -0.1739358289 -0.2204440425
0.0475 -0.2121737755 -0.1681849857 -0.2136864051
0.048 -0.2048544547 -0.1618331524 -0.2061688132
0.0485 -0.1967717422 -0.1548828682 -0.1978828357
0.049 -0.1879144417 -0.1473379913 -0.1888215177
0.0495 -0.178272792 -0.139203699 -0.1789796971
0.05 -0.1678389123 -0.1304864845 -0.168354342
0.0505 -0.1566073057 -0.121194151 -0.156944905
0.051 -0.1445754126 -0.1113358023 -0.1447536864
0.0515 -0.1317442106 -0.1009218313 -0.1317862003
0.052 -0.1181188447 -0.08996390499 -0.1180515356
0.0525 -0.1037092736 -0.07847494596 -0.103562702
0.053 -0.08853090688 -0.06646911223 -0.08833695226
0.0535 -0.07260520718 -0.05396177327 -0.07239607093
0.054 -0.05596022232 -0.04096948358 -0.05576661952
0.0545 -0.03863101193 -0.02750995336 -0.03848012766
0.055 -0.02065992932 -0.01360201658 -0.02057322133
0.0555 -0.002096721173 0.0007344037035 -0.002087678885
0.056 0.01700158805 0.01547833255 0.01692959268
0.0565 0.03657105215 0.03060778287 0.03642666771
0.057 0.05654141267 0.04609979762 0.05634680283
0.0575 0.07683695992 0.06193049424 0.07662873142
0.058 0.09737762663 0.07807511145 0.09720705199
0.0585 0.118080278 0.0945080581 0.1180127086
0.059 0.1388601462 0.1112029642 0.1389735581
0.0595 0.1596323453 0.1281327336 0.1600150179
0.06 0.1803133958 0.1452695989 0.1810607834
0.0605 0.200822687 0.1625851779 0.2020336035
0.061 0.2210838099 0.1800505314 0.2228561003
0.0615 0.2410257068 0.1976362227 0.243451616
0.062 0.2605835955 0.2153123785 0.2637450705
0.0625 0.2796996441 0.233048751 0.2836638122
0.063 0.2983233926 0.2508147806 0.3031384425
0.0635 0.3164119267 0.2685796605 0.3221035972
0.064 0.3339298299 0.2863124009 0.3404986679
0.0645 0.3508489418 0.3039818948 0.3582684471
0.065 0.3671479618 0.3215569838 0.3753636858
0.0655 0.3828119351 0.3390065247 0.3917415498
0.066 0.3978316593 0.3562994558 0.407365969
0.0665 0.4122030446 0.3734048633 0.4222078731
0.067 0.4259264583 0.3902920483 0.4362453116
0.0675 0.4390060765 0.406930593 0.4494634596
0.068 0.4514492619 0.4232904263 0.4618545116
0.0685 0.4632659808 0.4393418894 0.4734174707
0.069 0.4744682681 0.4550558009 0.4841578415
0.0695 0.4850697453 0.47040352 0.4940872362
0.07 0.4950851923 0.4853570102 0.5032229071
0.0705 0.5045301741 0.4998889006 0.5115872171
0.071 0.5134207174 0.513972547 0.5192070626
0.0715 0.5217730369 0.5275820908 0.5261132608
0.072 0.5296033036 0.540692517 0.5323399164
0.0725 0.5369274539 0.5532797102 0.5379237791
0.073 0.5437610319 0.5653205088 0.5429036025
0.0735 0.5501190627 0.576792758 0.5473195166
0.074 0.5560159516 0.5876753594 0.5512124213
0.0745 0.5614654049 0.59794832 0.5546234086
0.075 0.5664803696 0.6075927979 0.5575932195
0.0755 0.5710729885 0.6165911462 0.5601617402
0.076 0.5752545679 0.6249269541 0.5623675395
0.0765 0.5790355555 0.6325850857 0.5642474515
0.077 0.5824255265 0.6395517159 0.5658362006
0.0775 0.5854331765 0.645814364 0.5671660723
0.078 0.5880663193 0.6513619241 0.5682666256
0.0785 0.590331888 0.6561846924 0.5691644472
0.079 0.5922359396 0.6602743926 0.5698829445
0.0795 0.5937836611 0.6636241971 0.5704421755
0.08 0.5949793772 0.6662287454 0.5708587133
0.0805 0.5958265584 0.6680841601 0.5711455425
0.081 0.59632783 0.6691880591 0.5713119868
0.0815 0.5964849812 0.6695395645 0.5713636644
0.082 0.5962989741 0.6691393086 0.5713024717
0.0825 0.5957699526 0.6679894367 0.5711265936
0.083 0.5948972523 0.6660936065 0.5708305411
0.0835 0.5936794096 0.6634569842 0.5704052145
0.084 0.5921141717 0.6600862372 0.5698379963
0.0845 0.5901985081 0.6559895241 0.5691128716
0.085 0.5879286226 0.651176481 0.5682105796
0.0855 0.585299968 0.6456582042 0.5671087975
0.086 0.5823072633 0.6394472311 0.5657823582
0.0865 0.5789445139 0.632557516 0.5642035042
0.087 0.5752050375 0.6250044047 0.5623421791
0.0875 0.571081495 0.6168046046 0.5601663582
0.088 0.566565928 0.6079761526 0.5576424183
0.0885 0.5616498066 0.5985383796 0.5547355473
0.089 0.5563240854 0.5885118727 0.5514101929
0.0895 0.5505792735 0.577918434 0.5476305474
0.09 0.5444055178 0.5667810368 0.5433610663
0.0905 0.5377927037 0.5551237798 0.5385670162
0.091 0.5307305745 0.5429718376 0.5332150456
0.0915 0.5232088723 0.5303514102 0.527273772
0.092 0.5152175042 0.5172896689 0.5207143764
0.0925 0.506746734 0.5038147005 0.5135111952
0.093 0.4977874045 0.4899554501 0.5056423001
0.0935 0.4883311898 0.4757416604 0.4970900526
0.094 0.4783708816 0.4612038105 0.4878416218
0.0945 0.4679007072 0.4463730524 0.4778894541
0.095 0.4569166815 0.4312811461 0.4672316819
0.0955 0.445416989 0.4159603928 0.4558724594
0.096 0.4334023926 0.4004435677 0.4438222176
0.0965 0.4208766628 0.3847638506 0.4310978275
0.097 0.4078470193 0.3689547562 0.4177226657
0.0975 0.3943245724 0.3530500634 0.4037265782
0.098 0.3803247508 0.3370837437 0.3891457401
0.0985 0.3658676991 0.3210898889 0.3740224114
0.099 0.3509786239 0.3051026391 0.3584045933
0.0995 0.3356880697 0.2891561096 0.3423455904
0.1 0.3200321013 0.2732843182 0.3259034884
0.1005 0.3040523729 0.2575211126 0.3091405569
0.101 0.2877960648 0.2419000977 0.2921225919
0.1015 0.2713156748 0.2264545633 0.2749182128
0.102 0.254668655 0.2112174128 0.2575981273
0.1025 0.2379168944 0.1962210923 0.2402343839
0.103 0.2211260559 0.18149752 0.2228996254
0.1035 0.204364784 0.1670780178 0.2056663608
0.104 0.1877038095 0.1529932427 0.18860627
0.1045 0.1712149843 0.1392731208 0.1717895543
0.105 0.1549702839 0.1259467816 0.1552843446
0.1055 0.1390408177 0.1130424946 0.1391561764
0.106 0.1234958876 0.1005876074 0.1234675385
0.1065 0.1084021298 0.08860848558 0.1082775006
0.107 0.09382276957 0.07713045484 0.09364142087
0.1075 0.07981701276 0.06617774497 0.07961073482
0.108 0.06643958452 0.05577343621 0.06623282145
0.1085 0.05374042108 0.04593940797 0.05355094358
0.109 0.04176450938 0.03669629001 0.04160425566
0.1095 0.0305518631 0.02806341623 0.03042787173
0.11 0.02013761824 0.02005878117 0.02005298493
0.1105 0.01055222738 0.01269899921 0.01050702917
0.111 0.001821730156 0.005999266789 0.001813873252
0.1115 -0.006031922995 -2.6672508e-05 -0.006005962676
0.112 -0.01299051592 -0.005366559759 -0.01293507805
0.1125 -0.01903920089 -0.01000964941 -0.01895895971
0.113 -0.02416613967 -0.01394673479 -0.02406575556
0.1135 -0.02836216674 -0.01717017037 -0.02824606204
0.114 -0.03162048712 -0.0196738907 -0.03149273286
0.1145 -0.03393641873 -0.02145342604 -0.03380071489
0.115 -0.03530718674 -0.02250591455 -0.03516691656
0.1155 -0.03573177517 -0.02283011114 -0.03559011239
0.116 -0.03521083927 -0.02242639275 -0.03507088655
0.1165 -0.03374668005 -0.02129676029 -0.03361161659
0.117 -0.03134328141 -0.01944483708 -0.03121649766
0.1175 -0.02800640789 -0.01687586374 -0.02789160601
0.118 -0.02374376031 -0.01359668975 -0.0236449993
0.1185 -0.01856518427 -0.009615761418 -0.01848685027
0.119 -0.01248292483 -0.004943106534 -0.01242960893
0.1195 -0.005511918719 0.0004096844582 -0.005488187341
0.12 0.00232988694 0.006429480621 0.002319839763
0.1205 0.0110212027 0.01310163602 0.01097402627
0.121 0.02053706725 0.02041001848 0.02045084646
0.1215 0.03084853808 0.0283370416 0.03072349623
0.122 0.04192242183 0.03686369986 0.04176171322
0.1225 0.05372106492 0.04596960688 0.0535316253
0.123 0.06620222513 0.0556330366 0.06599563694
0.1235 0.0793190436 0.06583096747 0.07911236223
0.124 0.09302013419 0.07653912942 0.09283661304
0.1245 0.1072498029 0.08773205355 0.1071194492
0.125 0.1219484042 0.09938312449 0.1219082969
0.1255 0.1370528348 0.1114646353 0.1371471392
0.126 0.1524971568 0.1239478446 0.1527767815
0.1265 0.1682133341 0.1368030362 0.1687351913
0.127 0.1841320605 0.1499995811 0.1849579119
0.1275 0.2001836477 0.1635060007 0.2013785439
0.128 0.2162989412 0.1772900328 0.2179292893
0.1285 0.2324102269 0.1913186989 0.2345415495
0.129 0.2484520943 0.2055583735 0.2511465653
0.1295 0.2643622222 0.2199748541 0.2676760873
0.13 0.2800820619 0.2345334335 0.2840630635
0.1305 0.2955573958 0.2491989725 0.3002423271
0.131 0.3107387604 0.263935974 0.3161512724
0.1315 0.3255817278 0.278708658 0.3317304996
0.132 0.3400470496 0.2934810371 0.346924418
0.1325 0.3541006709 0.3082169924 0.3616817897
0.133 0.3677136296 0.3228803505 0.3759562052
0.1335 0.3808618568 0.3374349598 0.3897064772
0.134 0.393525898 0.3518447672 0.4028969476
0.1345 0.4056905741 0.3660738953 0.4154976985
0.135 0.4173446005 0.3800867181 0.4274846669
0.1355 0.4284801808 0.3938479375 0.4388396607
0.136 0.4390925914 0.4073226582 0.4495502779
0.1365 0.4491797667 0.4204764628 0.4596097341
0.137 0.4587418966 0.4332754848 0.4690166028
0.1375 0.467781043 0.4456864817 0.4777744784
0.138 0.47630078 0.4576769062 0.4858915693
0.1385 0.4843058618 0.4692149761 0.4933802327
0.139 0.4918019189 0.4802697426 0.5002564618
0.1395 0.4987951839 0.4908111573 0.5065393361
0.14 0.5052922452 0.5008101368 0.5122504457
0.1405 0.5112998287 0.510238626 0.5174133014
0.141 0.5168246036 0.5190696584 0.5220527391
0.1415 0.5218730112 0.5272774152 0.5261943282
0.142 0.5264511152 0.5348372811 0.5298637912
0.1425 0.5305644683 0.5417258983 0.5330864424
0.143 0.5342179959 0.5479212176 0.5358866507
0.1435 0.5374158919 0.5534025467 0.5382873305
0.144 0.5401615256 0.5581505957 0.5403094652
0.1445 0.5424573582 0.5621475201 0.5419716655
0.145 0.5443048652 0.5653769602 0.5432897646
0.1455 0.5457044643 0.5678240779 0.5442764507
0.146 0.5466554476 0.5694755897 0.544940939
0.1465 0.5471559152 0.5703197973 0.5452886836
0.147 0.5472027103 0.5703466141 0.5453211294
0.1475 0.546791354 0.5695475888 0.5450355058
0.148 0.5459159801 0.5679159255 0.5444246628
0.1485 0.5445692675 0.5654464999 0.5434769522
0.149 0.5427423712 0.5621358727 0.5421761546
0.1495 0.5404248517 0.5579822989 0.5405014573
0.15 0.5376046016 0.552985734 0.5384274841
0.1505 0.534267772 0.5471478359 0.5359243835
0.151 0.530398697 0.5404719641 0.5329579778
0.1515 0.5259798204 0.5329631745 0.52948998
0.152 0.5209916242 0.5246282115 0.5254782814
0.1525 0.5154125635 0.5154754956 0.5208773171
0.153 0.5092190107 0.5055151082 0.5156385125
0.1535 0.5023852135 0.4947587723 0.5097108145
0.154 0.4948832746 0.4832198307 0.5030413112
0.1545 0.486683159 0.4709132192 0.4955759397
0.155 0.4777527407 0.4578554382 0.4872602828
0.1555 0.4680579005 0.4440645197 0.4780404485
0.156 0.4575626894 0.4295599915 0.467864029
0.1565 0.4462295762 0.4143628386 0.4566811276
0.157 0.4340197998 0.3984954608 0.4444454416
0.1575 0.4208938503 0.3819816279 0.4311153847
0.158 0.4068121042 0.3648464317 0.4166552291
0.1585 0.3917356423 0.3471162353 0.401036243
0.159 0.375627277 0.3288186198 0.3842377993
0.1595 0.358452813 0.3099823281 0.3662484244
0.16 0.3401825595 0.2906372064 0.3470667587
0.1605 0.3207930966 0.270814144 0.3267023964
0.161 0.3002692848 0.2505450095 0.3051765746
0.1615 0.2786064744 0.2298625862 0.2825226819
0.162 0.2558128423 0.208800505 0.2587865611
0.1625 0.2319117398 0.1873931758 0.2340265829
0.163 0.2069438963 0.1656757166 0.2083134745
0.1635 0.18096928 0.1436838819 0.1817298927
0.164 0.154068392 0.1214539891 0.1543697384
0.1645 0.1263427631 0.09902284455 0.1263372185
0.165 0.09791444858 0.07642766727 0.09774566687
0.1655 0.06892437695 0.0537060131 0.06871614853
0.166 0.03952951 0.03089569739 0.03937587367
0.1665 0.009898895703 0.008034717278 0.00985645967
0.167 -0.01979117026 -0.01483882629 -0.01970791805
0.1675 -0.04936253992 -0.03768680687 -0.04918244002
0.168 -0.07864075357 -0.06047115086 -0.07843357306
0.1685 -0.1074602925 -0.08315391572 -0.107330968
0.169 -0.1356691523 -0.1056973679 -0.1357492765
0.1695 -0.1631324382 -0.1280640603 -0.1635698433
0.17 -0.1897348118 -0.1502169094 -0.1906822317
0.1705 -0.2153817489 -0.1721192708 -0.2169855508
0.171 -0.239999692 -0.1937350153 -0.2423895557
0.1715 -0.2635352626 -0.215028602 -0.2668155028
0.172 -0.2859537518 -0.2359651521 -0.2901967489
0.1725 -0.3072371223 -0.2565105194 -0.3124790928
0.173 -0.3273817359 -0.2766313611 -0.3336208629
0.1735 -0.3463959942 -0.2962952053 -0.3535927654
0.174 -0.3642980335 -0.3154705177 -0.3723775102
0.1745 -0.3811135759 -0.3341267659 -0.3899692389
0.175 -0.3968739975 -0.3522344813 -0.4063727825
0.1755 -0.4116146464 -0.3697653198 -0.4216027774
0.176 -0.4253734155 -0.3866921187 -0.4356826723
0.1765 -0.438189562 -0.4029889519 -0.4486436562
0.177 -0.4501027529 -0.4186311828 -0.4605235371
0.1775 -0.4611523108 -0.4335955136 -0.4713655995
0.178 -0.4713766334 -0.4478600325 -0.4812174674
0.1785 -0.4808127581 -0.4614042573 -0.4901299923
0.179 -0.4894960469 -0.4742091768 -0.4981561878
0.1795 -0.4974599692 -0.4862572883 -0.5053502237
0.18 -0.504735962 -0.4975326325 -0.5117664929
0.1805 -0.5113533508 -0.5080208247 -0.5174587587
0.181 -0.5173393171 -0.5177090829 -0.5224793878
0.1815 -0.5227189016 -0.5265862526 -0.5268786715
0.182 -0.5275150321 -0.5346428278 -0.530704236
0.1825 -0.5317485711 -0.5418709689 -0.5340005397
0.183 -0.5354383751 -0.5482645171 -0.536808454
0.1835 -0.5386013621 -0.5538190048 -0.5391649244
0.184 -0.5412525841 -0.5585316628 -0.5411027074
0.1845 -0.5434053012 -0.562401424 -0.542650176
0.185 -0.5450710565 -0.5654289233 -0.5438311921
0.1855 -0.5462597502 -0.567616494 -0.5446650381
0.186 -0.5469797113 -0.5689681604 -0.5451664045
0.1865 -0.5472377685 -0.5694896273 -0.5453454297
0.187 -0.5470393183 -0.5691882659 -0.5452077883
0.1875 -0.5463883914 -0.5680730954 -0.5447548257
0.188 -0.5452877186 -0.5661547626 -0.5439837354
0.1885 -0.5437387952 -0.5634455164 -0.54288778
0.189 -0.5417419464 -0.5599591804 -0.5414565527
0.1895 -0.5392963942 -0.5557111217 -0.5396762786
0.19 -0.5364003264 -0.5507182158 -0.537530156
0.1905 -0.5330509701 -0.5449988093 -0.5349987363
0.191 -0.5292446714 -0.5385726793 -0.5320603417
0.1915 -0.5249769819 -0.5314609896 -0.5286915183
0.192 -0.5202427547 -0.5236862437 -0.5248675241
0.1925 -0.5150362533 -0.5152722362 -0.5205628477
0.193 -0.5093512725 -0.506244 -0.5157517542
0.1935 -0.5031812772 -0.4966277522 -0.5104088536
0.194 -0.4965195595 -0.4864508368 -0.5045096855
0.1945 -0.4893594164 -0.4757416655 -0.4980313132
0.195 -0.4816943525 -0.4645296559 -0.4909529185
0.1955 -0.4735183072 -0.4528451681 -0.4832563877
0.196 -0.4648259102 -0.4407194392 -0.4749268803
0.1965 -0.4556127655 -0.4281845157 -0.4659533669
0.197 -0.4458757648 -0.4152731847 -0.4563291282
0.1975 -0.4356134289 -0.4020189036 -0.4460522015
0.198 -0.424826276 -0.388455728 -0.4351257654
0.1985 -0.4135172124 -0.3746182391 -0.4235584521
0.199 -0.4016919395 -0.3605414696 -0.411364579
0.1995 -0.3893593703 -0.3462608285 -0.3985642909
0.2 -0.3765320435 -0.3318120262 -0.385183609
0.2005 -0.3632265228 -0.3172309977 -0.3712543821
0.201 -0.3494637657 -0.3025538268 -0.3568141398
0.2015 -0.3352694447 -0.2878166687 -0.3419058486
0.202 -0.3206742017 -0.2730556741 -0.3265775754
0.2025 -0.305713817 -0.2583069116 -0.3108820655
0.203 -0.2904292733 -0.2436062922 -0.2948762429
0.2035 -0.2748666996 -0.2289894927 -0.2786206454
0.204 -0.2590771824 -0.2144918808 -0.2621788061
0.2045 -0.2431164369 -0.2001484403 -0.2456165959
0.205 -0.2270443378 -0.1859936977 -0.2290015428
0.2055 -0.2109243175 -0.1720616493 -0.212402142
0.206 -0.1948226462 -0.15838569 -0.1958871724
0.2065 -0.1788076168 -0.1449985432 -0.179525035
0.207 -0.1629486637 -0.1319321927 -0.1633831256
0.2075 -0.1473154491 -0.1192178153 -0.1475272535
0.208 -0.131976952 -0.1068857165 -0.1320211178
0.2085 -0.1170005972 -0.09496526695 -0.1169258471
0.209 -0.1024514544 -0.08348484175 -0.1022996111
0.2095 -0.08839153745 -0.07247176165 -0.08819730473
0.21 -0.07487922274 -0.06195223661 -0.07467030815
0.2105 -0.06196880113 -0.05195131187 -0.06176632053
0.211 -0.04971016743 -0.04249281651 -0.04952926497
0.2115 -0.03814864542 -0.03359931472 -0.0379992597
0.212 -0.02732493934 -0.02529205984 -0.02721264922
0.2125 -0.01727519735 -0.0175909512 -0.0172020877
0.213 -0.00803116918 -0.01051449403 -0.007996666319
0.2135 0.0003795620583 -0.004079762247 0.0003779247225
0.214 0.007933294767 0.001697635507 0.00789920899
0.2145 0.01460989069 0.006803586739 0.01454772084
0.215 0.02039244269 0.01122550271 0.02030679604
0.2155 0.02526694561 0.01495234275 0.02516236489
0.216 0.02922198505 0.01797463523 0.02910275603
0.2165 0.0322484565 0.02028449516 0.03211851844
0.217 0.03433932524 0.0218756384 0.03420226823
0.2175 0.0354894348 0.02274339233 0.03534856558
0.218 0.03569537015 0.02288470323 0.03555382636
0.2185 0.03495537992 0.02229814002 0.03481627152
0.219 0.03326936004 0.02098389466 0.03313591629
0.2195 0.03063889996 0.018943779 0.03051459995
0.22 0.02706739087 0.01618121825 0.02695605546
0.2205 0.0225601936 0.01270124092 0.02246601734
0.221 0.01712486231 0.008510465446 0.01705236464
0.2215 0.01077141791 0.003617083377 0.01072529463
0.222 0.003512663011 -0.001969160729 0.003497521997
0.2225 -0.00463547242 -0.008236992723 -0.004615503257
0.223 -0.01365356797 -0.0151736355 -0.01359536653
0.2235 -0.02351834847 -0.02276483879 -0.0234204565
0.224 -0.0342023371 -0.03099491209 -0.03406573914
0.2245 -0.04567354691 -0.03984676055 -0.04550254763
0.225 -0.05789523318 -0.04930192384 -0.05769839795
0.2255 -0.07082572959 -0.05934061792 -0.07061684018
0.226 -0.08441839033 -0.06994177942 -0.08421735515
0.2265 -0.09862165791 -0.08108311285 -0.09845530565
0.227 -0.1133792719 -0.09274114024 -0.1132819504
0.2275 -0.1286306278 -0.1048912533 -0.1286445276
0.228 -0.1443112888 -0.1175077678 -0.1444864145
0.2285 -0.1603536411 -0.1305639803 -0.1607473653
0.229 -0.1766876803 -0.1440322268 -0.1773638303
0.2295 -0.1932419004 -0.1578839434 -0.1942693548
0.23 -0.209944256 -0.1720897291 -0.2113950562
0.2305 -0.2267231587 -0.1866194094 -0.2286701713
0.231 -0.2435084687 -0.2014421023 -0.2460226693
0.2315 -0.2602324403 -0.2165262857 -0.2633799173
0.232 -0.2768305866 -0.2318398652 -0.2806693886
0.2325 -0.2932424307 -0.2473502437 -0.2978193983
0.233 -0.309412122 -0.263024392 -0.314759852
0.2335 -0.3252889027 -0.2788289197 -0.331422991
0.234 -0.3408274185 -0.294730147 -0.3477441185
0.2345 -0.3559878784 -0.3106941772 -0.3636622892
0.235 -0.3707360712 -0.3266869689 -0.3791209484
0.2355 -0.3850432572 -0.3426744093 -0.394068505
0.236 -0.3988859516 -0.3586223864 -0.4084588274
0.2365 -0.4122456233 -0.3744968621 -0.4222516506
0.237 -0.4251083289 -0.3902639441 -0.4354128871
0.2375 -0.4374643035 -0.4058899581 -0.447914837
0.238 -0.4493075267 -0.4213415186 -0.4597362932
0.2385 -0.460635279 -0.4365855998 -0.4708625438
0.239 -0.4714477039 -0.4515896052 -0.4812852727
0.2395 -0.4817473843 -0.4663214353 -0.4910023654
0.24 -0.4915389421 -0.4807495559 -0.5000176262
0.2405 -0.500828666 -0.4948430633 -0.5083404163
0.241 -0.5096241708 -0.5085717489 -0.515985224
0.2415 -0.5179340893 -0.5219061621 -0.5229711773
0.242 -0.5257677985 -0.5348176712 -0.5293215129
0.2425 -0.5331351764 -0.5472785226 -0.5350630112
0.243 -0.540046391 -0.5592618977 -0.5402254119
0.2435 -0.546511717 -0.5707419681 -0.5448408197
0.244 -0.5525413782 -0.5816939482 -0.5489431114
0.2445 -0.5581454144 -0.5920941458 -0.5525673532
0.245 -0.5633335683 -0.6019200095 -0.5557492367
0.2455 -0.5681151906 -0.6111501746 -0.5585245407
0.246 -0.5724991622 -0.6197645053 -0.5609286228
0.2465 -0.5764938281 -0.627744135 -0.5629959467
0.247 -0.5801069451 -0.6350715033 -0.5647596464
0.2475 -0.5833456371 -0.6417303902 -0.5662511297
0.248 -0.5862163605 -0.6477059471 -0.5674997214
0.2485 -0.5887248745 -0.6529847257 -0.568532346
0.249 -0.5908762175 -0.6575547026 -0.569373249
0.2495 -0.5926746883 -0.6614053013 -0.5700437549
0.25 -0.5941238293 -0.6645274116 -0.5705620614
0.2505 -0.595226413 -0.6669134048 -0.5709430663
0.251 -0.5959844303 -0.6685571463 -0.5711982263
0.2515 -0.5963990795 -0.6694540045 -0.5713354464
0.252 -0.5964707568 -0.6696008575 -0.5713589968
0.2525 -0.5961990463 -0.668996095 -0.5712694582
0.253 -0.5955827114 -0.6676396179 -0.5710636934
0.2535 -0.5946196852 -0.665532835 -0.5707348459
0.254 -0.5933070616 -0.662678655 -0.5702723654
0.2545 -0.5916410863 -0.659081477 -0.5696620616
0.255 -0.5896171482 -0.6547471768 -0.5688861867
0.2555 -0.5872297709 -0.6496830902 -0.5679235495
0.256 -0.5844726062 -0.6438979934 -0.5667496623
0.2565 -0.5813384275 -0.63740208 -0.5653369225
0.257 -0.5778191274 -0.6302069359 -0.5636548332
0.2575 -0.5739057164 -0.6223255097 -0.5616702617
0.258 -0.5695883274 -0.6137720822 -0.5593477417
0.2585 -0.5648562247 -0.6045622312 -0.5566498172
0.259 -0.5596978201 -0.5947127951 -0.5535374314
0.2595 -0.5541006988 -0.5842418331 -0.5499703599
0.26 -0.5480516547 -0.5731685828 -0.5459076865
0.2605 -0.5415367412 -0.5615134163 -0.5413083212
0.261 -0.5345413366 -0.5492977927 -0.5361315551
